"CRASH_UNIT_ID","CRASH_RECORD_ID","RD_NO","CRASH_DATE","UNIT_NO","UNIT_TYPE","NUM_PASSENGERS","VEHICLE_ID","CMRC_VEH_I","MAKE","MODEL","LIC_PLATE_STATE","VEHICLE_YEAR","VEHICLE_DEFECT","VEHICLE_TYPE","VEHICLE_USE","TRAVEL_DIRECTION","MANEUVER","TOWED_I","FIRE_I","OCCUPANT_CNT","EXCEED_SPEED_LIMIT_I","TOWED_BY","TOWED_TO","AREA_00_I","AREA_01_I","AREA_02_I","AREA_03_I","AREA_04_I","AREA_05_I","AREA_06_I","AREA_07_I","AREA_08_I","AREA_09_I","AREA_10_I","AREA_11_I","AREA_12_I","AREA_99_I","FIRST_CONTACT_POINT","CMV_ID","USDOT_NO","CCMC_NO","ILCC_NO","COMMERCIAL_SRC","GVWR","CARRIER_NAME","CARRIER_STATE","CARRIER_CITY","HAZMAT_PLACARDS_I","HAZMAT_NAME","UN_NO","HAZMAT_PRESENT_I","HAZMAT_REPORT_I","HAZMAT_REPORT_NO","MCS_REPORT_I","MCS_REPORT_NO","HAZMAT_VIO_CAUSE_CRASH_I","MCS_VIO_CAUSE_CRASH_I","IDOT_PERMIT_NO","WIDE_LOAD_I","TRAILER1_WIDTH","TRAILER2_WIDTH","TRAILER1_LENGTH","TRAILER2_LENGTH","TOTAL_VEHICLE_LENGTH","AXLE_CNT","VEHICLE_CONFIG","CARGO_BODY_TYPE","LOAD_TYPE","HAZMAT_OUT_OF_SERVICE_I","MCS_OUT_OF_SERVICE_I","HAZMAT_CLASS"
"8860","62f83c188685f22122472c68dfae1a70bbe706ec7a120aa7e800be34a30f0ff0335a7bf4d97579b5e6a25fdd51fdf6945bbd58493e9daadec0ae0d27b9c6577f","HY477483","10/26/2015 04:50:00 PM","1","DRIVER",NULL,"8458.0",NULL,"VOLKSWAGEN","JETTA","IL","2009.0","NONE","PASSENGER","PERSONAL","SE","TURNING LEFT",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,"FRONT-LEFT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"9639","1799f4449c564a8b1aae18fc2f1d7605f8e0a6381e1600768d757261158062562d184c06a5f66d2431a607f1ad23aa73ff5332d001da11c8cc1e41699544d74c","HY482449","10/30/2015 03:00:00 PM","1","DRIVER",NULL,"9216.0",NULL,"KIA MOTORS CORP","SOUL","IL","2013.0","NONE","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"FRONT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"9731","dac508a086ebd82c609f3a72c44dcd1274e2a0e85c330921de5993c54c0ebb438e9dc539bb920063ee536ce2a3467b1929db03a8ae3238ccc31f4e86289e26d7","HY482794","10/30/2015 05:30:00 PM","2","DRIVER",NULL,"9306.0",NULL,"CHEVROLET","UNKNOWN","IL","2014.0","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","PERSONAL","W","SLOW/STOP IN TRAFFIC",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SIDE-RIGHT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"9769","9711ca4ed2810c8112d748bfbe5593af8bd27ddd98e7f72ee509f64092f33ef29b81841459d6c476528318ef9b5c7e793e9dd427c6f35bc0db478e0ca2a66617","HY483115","10/31/2015 01:00:00 AM","1","DRIVER",NULL,"9345.0",NULL,"HONDA","CRV","IL","2013.0","UNKNOWN","PASSENGER","PERSONAL","W","UNKNOWN/NA",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"FRONT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"10295","9c2e2d290039cd74a5daa9a7857923c3daa19e1aadb3acdef871c8dd4f932deff43314e0797a4e5616252d661ff518c2605618218f41f1f5e362f5d4c9248267","HY486526","11/02/2015 03:40:00 PM","2","DRIVER",NULL,"9850.0",NULL,"CHEVROLET","EQUINOX","IL","2014.0","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","S","SLOW/STOP IN TRAFFIC",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"REAR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"10484","de778c08f5c8c8b5fa956cc3034cb844a915d83571a38c558ff925b1f33dfbe5871e8f61a826e73c088c564296056c0a741d07633a48f2c51a42576a9d18c127","HY488601","11/04/2015 08:45:00 AM","1","DRIVER","1.0","10031.0",NULL,"FORD","TAURUS","IL","2010.0","NONE","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",NULL,NULL,"2.0",NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"FRONT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11094","acd67b266bb57f351e92b803b4dfd2f20f2683bc7ed3715713c87febbd54df7dd3aba48aa482044fffe0f495f5e5928a852113ecef32715e520260757c60eb05","HY492379","11/06/2015 11:45:00 PM","1","DRIVER",NULL,"10629.0",NULL,"MERCEDES-BENZ","UNKNOWN","IL","2013.0","NONE","PASSENGER","PERSONAL","E","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"FRONT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11312","d14c35051423473455235ef2a34cc8e843fbc0dd959c1c7215cbb47c0f1e26e779f7f2f66b72ff9db3fe4cb0431af5ae26329bff55036dcf68f109202766caec","HY493905","11/07/2015 04:00:00 PM","2","DRIVER",NULL,"10844.0",NULL,"BMW","X5","IL","2015.0","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","W","BACKING",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"REAR-LEFT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11491","399a1829a7a564fe90cf3a48f5b8d37a516773fc28a93cb367d2899e390f9eafcddcdaa0319c9dcba39556dbe21a5d14ecb5e4d94ff8fc8d18cfde86689d8f23","HY495089","11/09/2015 10:54:00 AM","1","PARKED","1.0","11019.0",NULL,"TOYOTA MOTOR COMPANY, LTD.","Prius","IL","2013.0","NONE","PASSENGER","TAXI/FOR HIRE","S","PARKED IN TRAFFIC LANE",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y","Y",NULL,NULL,NULL,NULL,NULL,"SIDE-LEFT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11735","21c16cb53140969ecc1b50823ab800c696a25c51b503fe9e004e4bf657e04e56c4135aee9fad21e90a2af8b83033b924139e0d1713f0ca333da1d12ceaabc367","HY496770","11/10/2015 07:45:00 AM","2","DRIVER",NULL,"11251.0",NULL,"FORD","Focus",NULL,"2015.0","NONE","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y","Y",NULL,NULL,NULL,NULL,NULL,"FRONT-LEFT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11775","dd05da19873b7a5ce1e90102f1acbaeba37e3f0d7bc4b095cb84e7ccadb417eb28a6e0e97457b917a308bdd216a63d64062b6d3843d508705371efa661909248","HY496903","11/07/2015 09:30:00 PM","2","DRIVER",NULL,"11295.0",NULL,"HYUNDAI","SONATA","IL","2015.0","NONE","PASSENGER","PERSONAL","E","TURNING LEFT",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"REAR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"12148","01ec823b1a7572d0ff008922fa94c99444d66b99a0115c702749b7aeb5156095af1acd44d0985647375e2b7c72b961c8bacafb72045b89f5dd148e85419cfa40","HY499222","11/12/2015 05:55:00 PM","1","DRIVER",NULL,"11645.0",NULL,"FORD","ESCAPE (SUV)","IL","2011.0","BRAKES","SPORT UTILITY VEHICLE (SUV)","TAXI/FOR HIRE","N","ENTERING TRAFFIC LANE FROM PARKING",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,"FRONT-LEFT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"13438","ad2660d3ee54ddced32c66f5a8060150c983a0253b8d50521e225aff3229cff12a2d5eea115ea17587279128b0f3110ca987a60fc2f82135adbfeb64a985ff40","HY508352","11/20/2015 07:50:00 AM","3","DRIVER",NULL,"12902.0",NULL,"HYUNDAI","TUCSON","IL","2016.0","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","N","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SIDE-RIGHT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"13638","0ca4e6b6eda6ef6a855d8eda73fca8d023de049f180c191d168b3f73a8fa88ccc89845b89096fbe72330ec676afcbbd4adc150dfade38e117a09907ee05aabf5","HY509365","11/20/2015 09:40:00 PM","1","DRIVER",NULL,"13091.0",NULL,"NISSAN","UNKNOWN","IL","2013.0","UNKNOWN","PASSENGER","UNKNOWN/NA","S","BACKING",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"REAR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"13723","2e370ccc4fb700dc9343eea07ee41dcd25e30ffd208aa709bd0950353f5c0c4d1d05fd35d12ec5f8d0b42ec8ca7b36053f9be1ebb27871a0ab4a728695328d74","HY509981","11/21/2015 12:30:00 PM","2","DRIVER",NULL,"13169.0",NULL,"BMW","535 SERIES","IL","2008.0","NONE","PASSENGER","PERSONAL","E","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"REAR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"13971","c9d8d8cd0f6557781fcc798cdc55a24444c0f2bd68fafa011144268576ca85ad08cc74e3f15974e1acfba6556057cd367eda2b771d69ec390eff6cb9115fe5cf","HY511001","11/22/2015 11:56:00 AM","2","DRIVER",NULL,"13422.0",NULL,"LINCOLN-CONTINENTAL","NAVIGATOR","IL","2015.0","NONE","SPORT UTILITY VEHICLE (SUV)","TAXI/FOR HIRE","W","OTHER",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,"FRONT-LEFT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"14706","a1649c7769181d6f942150b99dc5a50ca1750b3e7f777d77e6ab882936ca7e5ba09be55f71dd3b42c327bef5c56194eeb16df5ebeccd0ce7b3e5fc7e43a5710c","HY514742","11/25/2015 12:40:00 PM","2","DRIVER",NULL,"14117.0",NULL,"TOYOTA MOTOR COMPANY, LTD.","Prius","IL","2013.0","NONE","PASSENGER","TAXI/FOR HIRE","W","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"FRONT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"15102","2b2b44a8eac1f7529100bfeaf005fd890e6451bc31bc4d79cf555811825a10bb1b4f1a490f10cce1ae2a7c8eebdb187b7e86da0e7e5249349658d5ad8dd1ec6a","HY517660","11/28/2015 02:30:00 PM","2","DRIVER",NULL,"14508.0",NULL,"JEEP","Liberty","IL","2008.0","NONE","PASSENGER","PERSONAL","W","BACKING",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,"SIDE-LEFT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"15688","0ce4565d4c75f7bf9d3d06817270a294b0cc44494a8a4af4d538e494e57b766c555069ad0ad661916041696361ca3ee18ee42e87d23713fa12e1353d1f860424","HY521971","12/02/2015 11:05:00 AM","1","DRIVER",NULL,"15077.0",NULL,"TOYOTA MOTOR COMPANY, LTD.","4-Runner, Highlander (4Runner)","IL","2008.0","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","E","CHANGING LANES",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,"FRONT-LEFT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"15876","b36974cb3eb0977c578e9be9525f993193941ad883d6d1512e93f766dd9d6f547173cc9befbf8b507992cd190155ba84222c10550ba13737b5880f3f2de620dd","HY523487","12/03/2015 03:10:00 PM","1","DRIVER",NULL,"15260.0",NULL,"FORD","EXPLORER","IL","2015.0","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","PERSONAL","S","TURNING RIGHT",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"FRONT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"15940","b00eed61cabef8f550d62e6e136e977310872d3894521576002defff3934d7e487f66e8bb6ba956b6307357a7fef9a9c325b1c907bf42973a0b9e16210e227ad","HY523962","12/03/2015 10:15:00 PM","2","DRIVER","1.0","15322.0",NULL,"VOLVO","XC70","IL","2008.0","NONE","PASSENGER","PERSONAL","N","SLOW/STOP IN TRAFFIC",NULL,NULL,"2.0",NULL,NULL,NULL,NULL,"N",NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"REAR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"16220","075a2dc7cfa4644ffb4642035751f4724ed2091083f8dc4d66d08876a6ce7eb0d13406c07b9ea4380861fc4c8ffb99691655cae81feb17115542ba6e7b47f4fb","HY525618","12/05/2015 06:15:00 AM","2","DRIVER",NULL,"15596.0",NULL,"DODGE","RAM 1500 PU","IL","2014.0","NONE","PICKUP","PERSONAL","S","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,"FRONT-LEFT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"16235","d519452e20e0535cfd89feed811a5aa7b84feb8f3991c9a1f808327bc0cd847a62ccd8180e66e554108663a59e1212298a3826b774e55d45eb710c0f7d7c2b77","HY525725","12/04/2015 08:00:00 PM","2","DRIVER",NULL,"15609.0",NULL,"HONDA","Pilot","IL","2009.0","UNKNOWN","PASSENGER","PERSONAL","N","SLOW/STOP IN TRAFFIC",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"REAR-RIGHT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"16352","d57a66afc057875f024f776ededcc44bda8c6106f21a86564453a9041e08972521ae37512a365b3206a11080054fc61d316276b52f36f2cb675db80fe05970d9","HY526299","12/05/2015 07:10:00 PM","1","DRIVER","2.0","15722.0",NULL,"TOYOTA MOTOR COMPANY, LTD.","UNKNOWN","IL","2013.0","NONE","PASSENGER","TAXI/FOR HIRE","N","SLOW/STOP IN TRAFFIC",NULL,NULL,"3.0",NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"REAR-RIGHT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"16631","5b4bac76493f0f8b3be3c1719f52efb28c6346e33ef4416907987e5490b7bee545106912ce56d6984999b94c91cf67ebcb4e2ced9efe5588b9dce5e7ecc9a91c","HY528498","12/04/2015 07:20:00 PM","1","DRIVER",NULL,"15985.0",NULL,"BUICK","ENCLAVE",NULL,"2014.0","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","NW","TURNING LEFT",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,"Y","Y",NULL,NULL,NULL,NULL,NULL,"FRONT-LEFT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"17011","8e6a1cff6bfa87ca78a534aee7a8bf372e9a26738a5428f11600f560b6e757859ddf9d633aff2ced7b1542dc652b8947399652b208a75edabd64cdded5ead60e","HY531166","12/09/2015 06:15:00 PM","2","DRIVER",NULL,"16362.0",NULL,"CHEVROLET","TRAVERSE","IL","2013.0","NONE","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SIDE-RIGHT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"17283","763c5a44e61b305f2c739e25613c1478aa1a4198977f21b568419299f9df84c3ead738e462b5b306f7f25af0de434cb50b195e7a7792d7fe99b0b1762503b6f6","HY532960","12/10/2015 05:51:00 PM","2","DRIVER",NULL,"16623.0",NULL,"BUICK","ENCLAVE","IL","2012.0","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","W","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,"Y","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SIDE-RIGHT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"17383","cff1f49b64cd065ffbed54d88f48f8b1550670c8b1fab6051d43df5f64a8494590e8da7d5a4609c665de6dd2519f0f43698cfc99ce019d6f92942d7ae64ffaf1","HY533510","12/11/2015 05:30:00 PM","2","DRIVER","4.0","16725.0",NULL,"FORD","FUSION","IL","2011.0","NONE","PASSENGER","PERSONAL","N","SLOW/STOP IN TRAFFIC",NULL,NULL,"5.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"REAR-LEFT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"17455","d262d94bcacc47e46774023703f31e8187dca5334cea996377fe3521b111eb5507d8a3b825a94c78786c2e1824a0866903e9cc152e37dd27e26a3c92ba54bea9","HY534029","12/12/2015 04:25:00 AM","1","DRIVER","1.0","16791.0",NULL,"CHEVROLET","MALIBU (CHEVELLE)","IL","2008.0","UNKNOWN","PASSENGER","UNKNOWN/NA","S","UNKNOWN/NA","Y",NULL,"2.0",NULL,NULL,NULL,NULL,"N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"FRONT-RIGHT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"17506","ff8747556e7a33be979f2c3c46f20c5bd3da99342bd226612403afce5ba69f4d9d1b825409b8d0e8f915d056cef01584cbeeca1808b11487455653269c7d30b0","HY534380","12/12/2015 11:54:00 AM","1","DRIVER",NULL,"16838.0",NULL,"TOYOTA MOTOR COMPANY, LTD.","Avalon","IL","2011.0","UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","W","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,"Y","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SIDE-RIGHT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"17647","1d52e48b36fc886c80614b4a6c8de8965165c8c6e847e3e8167c6ef377c85c50a8da81a325b23fb5d880a6de7c74dac1f9e6b383a62717fa033e7750d0677d19","HY535183","12/13/2015 02:00:00 AM","1","DRIVER",NULL,"16975.0",NULL,"VOLKSWAGEN","JETTA","IL","2015.0","NONE","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",NULL,NULL,"1.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Y","UNKNOWN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
